> Initialized logger
>  * Debugger is active!
>  * Debugger PIN: 456-115-780
>  * Running on http://0.0.0.0:80/ (Press CTRL+C to quit)
> 192.168.137.242 - - [10/Mar/2019 17:29:07] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:29:07] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:29:07] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:29:10] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:29:10] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:32:45] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:32:45] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:32:45] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:32:52] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:32:52] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:33:37] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:33:37] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:33:37] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:33:45] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:33:45] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:34:23] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:34:23] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:34:23] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:34:25] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:34:25] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:36:14] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:36:14] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:36:14] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:36:18] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:36:18] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:38:59] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:38:59] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:38:59] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:39:49] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:39:49] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:42:11] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:42:12] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:42:12] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:42:31] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:42:32] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:42:33] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:42:33] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:42:33] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:44:56] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:44:56] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:44:56] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:54:11] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:54:11] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:54:11] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:54:13] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:54:13] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:56:12] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:56:12] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:56:12] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:56:14] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 17:56:14] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 18:05:37] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 18:05:37] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 18:05:37] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 18:05:41] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.242 - - [10/Mar/2019 18:05:41] "POST /api/validation/ HTTP/1.1" 200 -
>  * Detected change in 'C:\\Users\\gherz-PC\\Desktop\\remidiv2\\serveus\\views.py', reloading
