> Initialized logger
>  * Debugger is active!
>  * Debugger PIN: 456-115-780
>  * Running on http://0.0.0.0:80/ (Press CTRL+C to quit)
> 192.168.137.9 - - [10/Mar/2019 20:28:49] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:50] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:51] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:51] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:52] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:53] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:53] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:54] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:54] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:55] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:56] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:56] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:57] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:58] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:58] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.9 - - [10/Mar/2019 20:28:59] "POST /api/chunk/ HTTP/1.1" 200 -
>  * Detected change in 'C:\\Users\\gherz-PC\\Desktop\\remidiv2\\serveus\\views.py', reloading
