> Initialized logger
>  * Debugger is active!
>  * Debugger PIN: 456-115-780
>  * Running on http://0.0.0.0:80/ (Press CTRL+C to quit)
> 192.168.137.31 - - [13/Mar/2019 10:15:42] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:15:42] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:15:42] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:16:06] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:16:06] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:16:06] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:16:06] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:16:06] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:16:06] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:16:08] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:16:08] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:05] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:05] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:05] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:06] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:06] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:08] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:08] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:08] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:11] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:11] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:13] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:13] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:13] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:18] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:18] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:18] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:19] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:19] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:22] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:22] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:22] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:26] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:27] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:27] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:30] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:30] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:33] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:33] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.31 - - [13/Mar/2019 10:17:33] "POST /api/db/ HTTP/1.1" 200 -
>  * Detected change in 'C:\\Users\\gherz-PC\\Desktop\\remidiv2\\serveus\\views.py', reloading
