> Initialized logger
>  * Debugger is active!
>  * Debugger PIN: 456-115-780
>  * Running on http://0.0.0.0:80/ (Press CTRL+C to quit)
> 192.168.137.42 - - [04/Mar/2019 00:05:43] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.42 - - [04/Mar/2019 00:05:44] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.42 - - [04/Mar/2019 00:05:44] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.42 - - [04/Mar/2019 00:06:15] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.42 - - [04/Mar/2019 00:06:15] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.42 - - [04/Mar/2019 00:06:15] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.42 - - [04/Mar/2019 00:06:19] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.42 - - [04/Mar/2019 00:06:19] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.42 - - [04/Mar/2019 00:06:37] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.42 - - [04/Mar/2019 00:06:37] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.42 - - [04/Mar/2019 00:06:37] "POST /api/db/ HTTP/1.1" 200 -
>  * Detected change in 'C:\\Users\\gherz-PC\\Desktop\\remidiv2\\serveus\\views.py', reloading
