> Initialized logger
>  * Debugger is active!
>  * Debugger PIN: 456-115-780
>  * Running on http://0.0.0.0:80/ (Press CTRL+C to quit)
> 192.168.137.204 - - [04/Mar/2019 00:46:49] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.204 - - [04/Mar/2019 00:47:06] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.204 - - [04/Mar/2019 00:47:06] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.204 - - [04/Mar/2019 00:47:06] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.204 - - [04/Mar/2019 00:47:07] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.204 - - [04/Mar/2019 00:47:08] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.204 - - [04/Mar/2019 00:47:08] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.204 - - [04/Mar/2019 00:47:10] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.204 - - [04/Mar/2019 00:47:10] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.204 - - [04/Mar/2019 00:47:10] "POST /api/db/ HTTP/1.1" 200 -
>  * Detected change in 'C:\\Users\\gherz-PC\\Desktop\\remidiv2\\serveus\\views.py', reloading
